1170,Happy Valley_SWE_snow survey,2576,WERC_Happy Valley_SnowSurvey,WERC_Happy Valley_SnowSurvey,21,UAFWERC0018,Snow Water Equivalent,Not Applicable,47,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,1999-05-20 00:00:00,2010-05-28 00:00:00,63
1648,WERC_CHA2_Avg_Density_SnowSurvey,7807,WERC_CHA2,CHA2,143,UAFWERC_SnowDensity_SnowSurvey,Density,Not Applicable,198,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2010-04-26 00:00:00,2010-04-26 00:00:00,1
1651,WERC_CHA3_Avg_Density_SnowSurvey,7808,WERC_CHA3,CHA3,143,UAFWERC_SnowDensity_SnowSurvey,Density,Not Applicable,198,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2010-04-24 12:23:00,2010-04-24 12:23:00,1
1654,WERC_CHA4_Avg_Density_SnowSurvey,7809,WERC_CHA4,CHA4,143,UAFWERC_SnowDensity_SnowSurvey,Density,Not Applicable,198,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2010-04-24 11:29:00,2010-04-24 11:29:00,1
1657,WERC_CHA5_Avg_Density_SnowSurvey,7810,WERC_CHA5,CHA5,143,UAFWERC_SnowDensity_SnowSurvey,Density,Not Applicable,198,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2010-04-23 12:33:00,2010-04-23 12:33:00,1
1660,WERC_CHA6_Avg_Density_SnowSurvey,7811,WERC_CHA6,CHA6,143,UAFWERC_SnowDensity_SnowSurvey,Density,Not Applicable,198,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2010-04-24 10:24:00,2010-04-24 10:24:00,1
1663,WERC_DBM1_Avg_Density_SnowSurvey,7812,WERC_DBM1,DBM1,143,UAFWERC_SnowDensity_SnowSurvey,Density,Not Applicable,198,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-25 00:00:00,2010-04-25 00:00:00,2
1666,WERC_DBM2_Avg_Density_SnowSurvey,7813,WERC_DBM2,DBM2,143,UAFWERC_SnowDensity_SnowSurvey,Density,Not Applicable,198,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-23 00:00:00,2010-04-24 00:00:00,2
1669,WERC_DBM3_Avg_Density_SnowSurvey,7814,WERC_DBM3,DBM3,143,UAFWERC_SnowDensity_SnowSurvey,Density,Not Applicable,198,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-25 00:00:00,2010-04-22 00:00:00,2
1672,WERC_DBM4_Avg_Density_SnowSurvey,7815,WERC_DBM4,DBM4,143,UAFWERC_SnowDensity_SnowSurvey,Density,Not Applicable,198,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-25 00:00:00,2010-04-24 00:00:00,2
1675,WERC_DBM5_Avg_Density_SnowSurvey,7816,WERC_DBM5,DBM5,143,UAFWERC_SnowDensity_SnowSurvey,Density,Not Applicable,198,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-20 00:00:00,2010-04-22 00:00:00,2
1678,WERC_DBM6_Avg_Density_SnowSurvey,7817,WERC_DBM6,DBM6,143,UAFWERC_SnowDensity_SnowSurvey,Density,Not Applicable,198,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-20 00:00:00,2010-04-22 00:00:00,2
1681,WERC_DBM7_Avg_Density_SnowSurvey,7818,WERC_DBM7,DBM7,143,UAFWERC_SnowDensity_SnowSurvey,Density,Not Applicable,198,Snow,Field Observation,0,107,Instantaneous,Hydrology,1,No method specified,3,Univeristy of Alaska Fairbanks, Water and Environmental Research Center,Snow survey data collected by Water and Environmental Research Center, University of Alaska Fairbanks,Berezovskaya, S., Hilton, K., Derry, J., Youcha, E., Kane, D., Gieck, R., Homan, J., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2010. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 10.01, Fairbanks, Alaska, 50 pp.  AND  Berezovskaya, S., Derry, J., Kane, D., Gieck, R., and Lilly, M., 2010. Snow Survey Data for the Central North Slope Watersheds: Spring 2009. University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 09.01, Fairbanks, Alaska, 21 pp. AND Hinzman, L.D 1990. The interdependence of the thermal and hydrologic processes of an arctic watershed and their response to climatic change. Ph.D. thesis, University of Alaska Fairbanks, 403 pp. AND Kane, D.L., L.D. Hinzman, C.S. Benson and K.R. Everett 1989. Hydrology of Imnavait Creek, an arctic watershed. Holarctic Ecology, 12, 262–269. AND  Kane, D.L., S. Berezovskaya, K. Irving, R. Busey, R. Gieck, M. Chambers, A.J. Blackburn, and M.R. Lilly 2006. Snow survey data for the Kuparuk Foothills Hydrology Study: Spring  2006. July 2006, University of Alaska Fairbanks, Water and Environmental Research Center, Report INE/WERC 06-06, Fairbanks, Alaska, 11 pp.,1,1,2009-04-22 00:00:00,2010-04-21 00:00:00,2
