Asik RAWS - Alaska - Noatak National Park and Preserve,,,,,,,,,,,,,,,
Date_Time,Precipitation (in),Wind Speed (mph),Wind Direction (degrees),Average Air Temperature (F),Relative Humidity (%),Battery Voltage (Volts),Wind Direction of Gust (degrees),Peak Wind Speed (mph),Solar Radiation (W m-²),Snow Depth (in),Minimum Air Temperature (F),Maximum Air Temperature (F),Soil Temperature 10 cm (F),Soil Temperature 20 cm (F),Soil Temperature 50 cm (F)
9/15/2013 6:00,0,2.5,20,31.58,82,13,46,5.4,0,0,30.7,32.52,35.2,35.9,37
9/15/2013 7:00,0,2.4,20,31.04,82,12.9,25,4.1,0,0,30.5,31.54,34.9,35.6,36.9
9/15/2013 8:00,0,3.6,56,31.2,81,12.9,66,5.9,1,0,30.51,31.85,34.6,35.4,36.8
9/15/2013 9:00,0,4.6,57,32.02,78,13,66,7.5,13,0,31.4,32.63,34.4,35.2,36.7
9/15/2013 10:00,0,4.7,65,32.64,77,13.2,70,7.3,76,0,31.7,33.4,34.2,35,36.6
9/15/2013 11:00,0,4.7,79,34.39,76,13.5,74,6.4,180,0,33,35.85,34.1,34.8,36.4
9/15/2013 12:00,0,4.1,85,36.23,76,13.5,82,5.9,261,0,34.9,37.04,34,34.7,36.3
9/15/2013 13:00,0,4.6,94,37.04,74,13.5,95,6.1,306,0,36.11,37.79,34.1,34.6,36.2
9/15/2013 14:00,0,4.7,108,38.45,70,13.5,96,8.2,369,0,36.84,40.17,34.6,34.5,36.1
9/15/2013 15:00,0,3.4,91,40.23,67,13.5,120,7.5,429,0,38.3,41.84,35.2,34.6,36
9/15/2013 16:00,0,4.1,50,40.34,72,13.5,48,9.1,338,0,39.12,42.44,36,34.8,36
9/15/2013 17:00,0,4.4,313,39.24,69,13.5,293,6.7,221,0,38.6,40.17,36.7,35.2,35.9
9/15/2013 18:00,0,3,316,39.68,70,13.5,301,5.4,183,0,39.12,40.27,37.2,35.6,35.9
9/15/2013 19:00,0,8.4,313,38.05,75,13.6,320,12.6,124,0,37.29,39.34,37.4,36,35.9
9/15/2013 20:00,0,4.7,27,37.54,72,13.6,319,9.8,66,0,36.88,38.13,37.5,36.3,36
9/15/2013 21:00,0,5,31,36.84,69,13.6,35,8.4,23,0,36.4,37.31,37.4,36.5,36.1
9/15/2013 22:00,0,5,34,36.68,69,13.2,73,8,2,0,36.21,37.14,37.2,36.5,36.2
9/15/2013 23:00,0,3.6,20,36.29,70,13.1,40,5.6,0,0,35.78,36.73,36.9,36.5,36.3
9/16/2013 0:00,0,2.4,22,35.75,71,13.1,47,4.1,0,0,35.27,36.1,36.5,36.4,36.4
9/16/2013 1:00,0,3.2,39,35.6,70,13.1,31,4.5,0,0,35.27,35.89,36.3,36.3,36.4
9/16/2013 2:00,0,3,18,35.41,69,13,37,5.2,0,0,35.06,35.8,36,36.1,36.5
9/16/2013 3:00,0,2.6,19,35.34,69,13,36,4,0,0,34.88,35.9,35.7,35.9,36.4
9/16/2013 4:00,0,3,20,34.98,73,13,56,4.7,0,0,34.13,35.49,35.5,35.8,36.4
9/16/2013 5:00,0,2.9,9,34.87,70,13,56,4.7,0,0,34.13,35.58,35.3,35.6,36.3
9/16/2013 6:00,0,4.3,38,34.58,72,12.9,44,7.2,0,0,33.93,35.27,35.2,35.5,36.3
9/16/2013 7:00,0,6.4,37,34.18,73,12.9,49,8.7,0,0,33.52,34.65,35.1,35.4,36.2
9/16/2013 8:00,0,4.8,27,34.29,70,12.9,8,6.4,0,0,33.63,34.98,35,35.3,36.2
9/16/2013 9:00,0,4,35,34.16,73,12.9,48,6.1,8,0,33.52,34.88,34.9,35.2,36.1
9/16/2013 10:00,0,4,45,33.72,73,13,54,7,32,0,33.21,34.05,34.8,35.1,36
9/16/2013 11:00,0,4.8,49,34.32,67,13.4,44,6.3,103,0,33.4,35.58,34.7,35,35.9
9/16/2013 12:00,0,4.1,54,36.02,67,13.5,75,6.1,244,0,35.23,37.28,34.8,34.9,35.9
9/16/2013 13:00,0,2.5,19,37.6,60,13.5,65,4,312,0,36.13,38.92,35.2,34.9,35.8
9/16/2013 14:00,0,2.4,50,40.34,59,13.5,91,4.7,363,0,38.5,42.46,35.9,35,35.7
9/16/2013 15:00,0,3.7,336,41.52,61,13.5,310,9.6,391,0.1,39.72,42.77,36.7,35.3,35.7
9/16/2013 16:00,0,5.2,311,40.75,62,13.5,338,7.2,389,0.2,40.27,41.73,37.4,35.6,35.7
9/16/2013 17:00,0,6.6,322,40.88,63,13.5,334,9.8,362,0,40.38,41.42,38,36.1,35.7
9/16/2013 18:00,0,7.7,308,40.71,61,13.5,294,10.3,309,0,40.38,41.32,38.4,36.5,35.9
9/16/2013 19:00,0,8.6,307,40.08,63,13.5,299,9.9,233,0,39.65,40.69,38.6,36.9,36
9/16/2013 20:00,0,9.2,301,38.93,67,13.6,296,10.8,148,0,38.11,39.57,38.7,37.2,36.1
9/16/2013 21:00,0,8.9,298,37.59,65,13.6,298,10.3,26,0,37.19,37.92,38.5,37.3,36.3
9/16/2013 22:00,0,3.2,281,37.63,66,13.2,300,7.7,2,0,36.51,38.49,38.2,37.4,36.5
9/16/2013 23:00,0,1.4,56,36.01,73,13.1,64,2.5,0,0,35.3,37.24,37.7,37.2,36.6
9/17/2013 0:00,0,3.6,43,34.05,76,13.1,39,6.2,0,0,32.73,35.41,37.1,37,36.7
9/17/2013 1:00,0,3.8,34,32.95,76,13.1,48,5.7,0,0,31.7,34.07,36.6,36.8,36.7
9/17/2013 2:00,0,3.5,37,31.58,78,13,25,5,0,0,30.47,32.52,36.1,36.5,36.7
9/17/2013 3:00,0,3.3,24,31.03,78,13,37,5.3,0,0,29.69,32.15,35.7,36.2,36.7
9/17/2013 4:00,0,3.2,42,28.76,78,13,53,5.2,0,0,27.97,30.1,35.3,35.9,36.6
9/17/2013 5:00,0,3.3,50,27.64,81,13,64,5.4,0,0,26.74,28.67,34.9,35.6,36.5
9/17/2013 6:00,0,5.2,46,26.51,79,12.9,48,7.4,0,0,25.84,27.66,34.6,35.3,36.5
9/17/2013 7:00,0,6.6,48,25.19,75,12.9,54,10.9,0,0,24.54,25.93,34.4,35.1,36.4
9/17/2013 8:00,0,6.4,53,24.43,75,12.9,50,9.2,0,0,23.95,24.95,34.1,34.9,36.2
9/17/2013 9:00,0,8.1,51,23.8,73,12.9,58,13.1,11,0,23.26,24.27,33.9,34.7,36.1
9/17/2013 10:00,0,6.8,51,23.92,72,13.1,35,10.7,62,0,23.42,24.62,33.8,34.5,36
9/17/2013 11:00,0,7.9,52,25.26,69,13.6,27,11.1,152,0,24.03,26.4,33.6,34.3,35.9
9/17/2013 12:00,0,6.9,27,26.41,65,13.7,36,9.9,244,0,25.6,27.29,33.5,34.2,35.8
9/17/2013 13:00,0,7.6,26,27.78,60,13.7,21,10.9,314,0,26.58,29.63,33.5,34.1,35.7
9/17/2013 14:00,0,12.7,21,28.8,59,13.7,17,17.4,365,0,27.8,29.83,33.4,34,35.6
9/17/2013 15:00,0,16.8,21,28.94,60,13.7,37,20.1,390,0,28.61,29.43,33.4,33.9,35.5
9/17/2013 16:00,0,20.2,8,29.01,60,13.7,8,24.6,388,0,28.63,29.65,33.3,33.8,35.4
9/17/2013 17:00,0,22.8,14,28.6,59,13.7,6,26.6,355,0,28.02,29.65,33.3,33.7,35.3
9/17/2013 18:00,0,24,17,28.06,59,13.8,20,29.4,306,0,27.62,28.43,33.2,33.6,35.3
9/17/2013 19:00,0,23.9,27,27.83,62,13.8,23,27.7,231,0,27.42,28.22,33.2,33.6,35.2
9/17/2013 20:00,0,24.2,29,26.81,63,13.8,29,27.1,145,0,26.13,27.42,33.1,33.5,35.1
9/17/2013 21:00,0,25.5,23,25.52,66,13.8,27,29.2,22,0,24.53,26.34,33,33.4,35
9/17/2013 22:00,0,22.3,21,24.28,64,13.3,16,28.8,2,0,23.72,25.03,33,33.4,35
9/17/2013 23:00,0,24.1,16,23.46,67,13.2,14,27.7,0,0,22.86,24.24,32.9,33.3,34.9
9/18/2013 0:00,0,21.6,17,23.1,64,13.2,20,26.9,0,0,22.65,23.36,32.8,33.3,34.8
9/18/2013 1:00,0,24.1,18,23.29,65,13.1,27,28.6,0,0,22.95,23.66,32.8,33.2,34.8
9/18/2013 2:00,0,23,7,23.31,67,13.1,10,27.2,0,0,22.76,23.76,32.7,33.1,34.7
9/18/2013 3:00,0,24.2,4,23.31,71,13,353,27,0,0,22.86,23.76,32.6,33.1,34.7
9/18/2013 4:00,0,23.9,5,23.55,70,13,9,26.4,0,0,22.95,23.96,32.6,33,34.6
9/18/2013 5:00,0,26.2,3,23.61,71,13,12,29.5,0,0,23.15,24.16,32.5,32.9,34.5
9/18/2013 6:00,0,28,2,23.56,71,12.9,0,32.1,0,0,23.15,23.96,32.5,32.9,34.5
9/18/2013 7:00,0,27.8,359,23.59,70,12.9,5,29.8,0,0,23.06,24.36,32.4,32.8,34.5
9/18/2013 8:00,0,26.9,4,23.88,70,12.9,5,30.1,0,0,23.46,24.35,32.4,32.8,34.4
9/18/2013 9:00,0,21.2,6,24.11,70,12.9,2,27.7,7,0,23.45,24.56,32.4,32.8,34.3
9/18/2013 10:00,0,15.6,6,24.82,67,13.1,12,20.4,60,0,24.22,25.53,32.3,32.8,34.3
9/18/2013 11:00,0,19.4,18,26.09,64,13.6,23,24,159,0,25.43,26.74,32.3,32.8,34.3
9/18/2013 12:00,0,23,30,27.49,61,13.7,37,27,238,0,26.6,28.53,32.4,32.8,34.2
9/18/2013 13:00,0,23.7,30,28.31,60,13.8,21,28.5,308,0,27.92,28.83,32.4,32.7,34.2
9/18/2013 14:00,0,21.9,23,29.28,59,13.7,10,27.8,400,0,28.22,30.47,32.4,32.7,34.1
9/18/2013 15:00,0,21.3,37,30.79,54,13.7,43,26.8,465,0,29.55,32.62,32.4,32.7,34.1
9/18/2013 16:00,0,20.5,51,31.55,54,13.7,52,24.5,460,0,30.43,32.91,32.4,32.7,34.1
9/18/2013 17:00,0,20.6,51,30.5,55,13.7,54,25,344,0,29.63,31.45,32.4,32.7,34
9/18/2013 18:00,0,17.4,37,29.98,58,13.7,40,22.4,240,0,28.93,31.8,32.4,32.7,34
9/18/2013 19:00,0,17.1,38,29.15,58,13.8,39,22.3,183,0,28.63,29.85,32.4,32.7,34
9/18/2013 20:00,0,18.1,21,28.42,59,13.8,17,21.1,176,0,27.92,28.83,32.4,32.6,33.9
9/18/2013 21:00,0,17.4,24,27.32,60,13.7,22,21.9,30,0,26.73,27.92,32.3,32.6,33.9
9/18/2013 22:00,0,15.4,23,25.97,65,13.3,29,18.8,1,0,25.23,26.73,32.3,32.6,33.9
9/18/2013 23:00,0,15.7,20,24.5,69,13.2,18,17.4,0,0,23.72,25.33,32.3,32.6,33.8
9/19/2013 0:00,0,15.7,15,23.17,72,13.2,12,18.3,0,0,22.56,23.73,32.2,32.5,33.8
9/19/2013 1:00,0,14.3,10,22.46,72,13.1,6,16.8,0,0,21.87,22.86,32.2,32.5,33.8
9/19/2013 2:00,0,12.1,11,22.14,71,13.1,18,15.1,0,0,21.67,22.56,32.1,32.5,33.8
9/19/2013 3:00,0,12.4,13,21.78,74,13,13,15.9,0,0,21.07,23.16,32.1,32.5,33.7
9/19/2013 4:00,0,11.9,13,21.48,75,13,46,16.4,0,0,20.88,22.17,32.1,32.4,33.7
9/19/2013 5:00,0,12.7,7,21.28,74,13,13,19.4,0,0,20.77,22.36,32.1,32.4,33.7
9/19/2013 6:00,0,13.7,9,20.98,73,12.9,12,17.1,0,0,20.49,21.47,32.1,32.4,33.6
9/19/2013 7:00,0,13.8,16,20.95,74,12.9,19,16.1,0,0,20.58,21.28,32,32.4,33.6
9/19/2013 8:00,0,12.7,5,20.89,74,12.9,11,15.5,0,0,20.38,21.57,32,32.4,33.6
9/19/2013 9:00,0,14,10,21.14,75,12.8,13,16.6,6,0,20.78,21.58,32,32.4,33.6
9/19/2013 10:00,0,11.8,5,22.08,73,13,3,13.9,27,0,21.07,22.66,32,32.3,33.6
9/19/2013 11:00,0,11.8,9,24,69,13.6,18,17,138,0,22.47,25.03,32,32.3,33.5
9/19/2013 12:00,0,13.7,27,25.86,67,13.7,19,19.3,226,0,24.63,27.82,32.1,32.3,33.5
9/19/2013 13:00,0,11.3,42,26.98,66,13.8,40,16.5,184,0,25.89,29.55,32.1,32.4,33.5
9/19/2013 14:00,0,13.9,53,29.08,66,13.7,53,18.3,345,0,27.92,30.16,32.1,32.4,33.5
9/19/2013 15:00,0,12.4,51,30.16,63,13.7,61,16.4,352,0,28.73,31.88,32.1,32.4,33.4
9/19/2013 16:00,0,11.4,59,30.51,64,13.7,56,15,281,0,29.7,31.55,32.1,32.4,33.4
9/19/2013 17:00,0,13.1,40,30.23,65,13.7,61,17,161,0,29.62,31.35,32.2,32.4,33.4
9/19/2013 18:00,0,10.2,52,30.03,65,13.7,54,13.7,97,0,29.64,30.65,32.1,32.4,33.4
9/19/2013 19:00,0,7,61,30.07,64,13.8,58,11.9,83,0,29.65,30.47,32.1,32.3,33.4
9/19/2013 20:00,0,7.4,59,29.98,71,13.8,54,11.2,37,0,29.45,30.47,32.1,32.3,33.3
9/19/2013 21:00,0,7.6,34,29.17,72,13.4,34,9.8,8,0,28.94,29.45,32.1,32.3,33.3
9/19/2013 22:00,0,6.1,16,28.86,73,13.2,26,7.5,1,0,28.65,29.17,32.2,32.3,33.3
9/19/2013 23:00,0,7.9,7,28.72,75,13.2,22,10.5,0,0,28.47,28.98,32.1,32.3,33.3
9/20/2013 0:00,0,7,1,28.34,77,13.2,2,10.4,0,0,28.06,28.57,32.1,32.3,33.3
9/20/2013 1:00,0,5.8,18,27.89,75,13.1,55,11.2,0,0,27.55,28.26,32.1,32.3,33.3
9/20/2013 2:00,0,6.5,45,27.17,79,13.1,27,10,0,0,26.65,27.86,32.1,32.3,33.3
9/20/2013 3:00,0,7.3,49,26.37,81,13.1,46,10.6,0,0,25.64,26.85,32.1,32.3,33.2
9/20/2013 4:00,0,7.4,45,25.68,79,13,53,10.7,0,0,25.33,26.04,32,32.3,33.2
9/20/2013 5:00,0,5.6,34,25.36,79,13,45,8.2,0,0,24.75,26.04,32,32.3,33.2
9/20/2013 6:00,0,5.9,32,24.45,79,13,44,7.9,0,0,23.85,25.26,32,32.2,33.2
9/20/2013 7:00,0,6,34,24.11,76,13,29,8.5,0,0,23.56,24.86,32,32.2,33.2
9/20/2013 8:00,0,4.6,34,23.56,78,12.9,33,9.1,0,0,22.86,24.37,32,32.2,33.2
9/20/2013 9:00,0,3.6,26,23.54,76,12.9,32,5.2,5,0,22.97,24.16,31.9,32.2,33.1
9/20/2013 10:00,0,4.3,22,23.98,74,13.1,53,6.7,48,0,23.16,24.75,31.9,32.2,33.1
9/20/2013 11:00,0,5.8,31,23.72,76,13.6,34,7.7,83,0,23.12,24.33,32,32.2,33.1
9/20/2013 12:00,0,4.2,27,24.13,71,13.8,36,8,133,0,22.92,26.14,32,32.2,33.1
9/20/2013 13:00,0,3.6,38,26.24,68,13.8,15,6.6,251,0,25.23,27.42,32,32.2,33.1
9/20/2013 14:00,0,3.7,14,28.36,61,13.7,26,6.2,345,0,26.59,29.81,32,32.2,33.1
9/20/2013 15:00,0,5,318,29.56,63,13.7,318,9.2,366,0,28.59,30.74,32,32.2,33.1
9/20/2013 16:00,0,5.5,306,30.75,61,13.7,285,9.7,365,0,30.12,31.86,32,32.2,33
9/20/2013 17:00,0,6.9,352,31.56,57,13.7,351,12.5,317,0,30.63,32.58,32,32.2,33
9/20/2013 18:00,0,6.6,22,31.65,60,13.7,23,11,231,0,30.43,33.09,32.1,32.2,33
9/20/2013 19:00,0,10.6,20,31.1,63,13.7,25,14.2,210,0,30.74,31.35,32.1,32.2,33
9/20/2013 20:00,0,11.9,27,29.91,68,13.7,19,15.3,51,0,29.14,30.83,32.1,32.2,33
9/20/2013 21:00,0,9.7,15,28.77,74,13.6,4,12.1,19,0,28.22,29.24,32.1,32.2,33
9/20/2013 22:00,0,7,359,27.68,82,13.3,8,10.3,1,0,26.44,28.44,32.1,32.2,33
9/20/2013 23:00,0,5,3,26.2,86,13.2,340,7.1,0,0,25.13,26.85,32,32.1,33
9/21/2013 0:00,0,6.7,355,25.82,82,13.2,349,10.8,0,0,25.13,26.54,32,32.1,33
9/21/2013 1:00,0,8.1,344,25.85,82,13.1,354,11.8,0,0,25.23,26.44,32,32.1,33
9/21/2013 2:00,0,13.7,1,26,83,13.1,0,16.3,0,0,25.03,26.24,32,32.1,32.9
9/21/2013 3:00,0,12.7,357,26.35,84,13.1,347,15.6,0,0,26.14,26.65,32,32.1,32.9
9/21/2013 4:00,0,14.5,350,25.61,90,13,337,16.4,0,0,24.83,26.44,32,32.1,32.9
9/21/2013 5:00,0,14.1,7,25.64,89,13,0,17.6,0,0,24.42,26.34,31.9,32.1,32.9
9/21/2013 6:00,0,11.9,17,25.83,83,13,0,15.4,0,0,25.03,26.34,31.9,32.1,32.9
9/21/2013 7:00,0,13,13,26.15,85,13,17,17.4,0,0,25.43,26.95,31.9,32.1,32.9
9/21/2013 8:00,0,13.9,8,25.9,83,12.9,2,16.3,0,0,25.53,26.24,31.9,32.1,32.9
9/21/2013 9:00,0,12.2,7,25.92,85,12.9,4,14.2,4,0,25.73,26.24,31.9,32,32.9
9/21/2013 10:00,0,13.2,358,26.27,85,13,353,15.6,27,0,25.84,26.74,31.9,32,32.9
9/21/2013 11:00,0,13.6,358,27.5,79,13.4,0,16.5,88,0,26.54,28.17,31.9,32,32.9
9/21/2013 12:00,0,17.4,354,28.6,76,13.7,266,21.7,141,0,28.06,29.45,31.9,32,32.9
9/21/2013 13:00,0,16.4,345,29.55,79,13.7,10,19.8,136,0,29.04,30.06,32,32.1,32.9
9/21/2013 14:00,0,15.3,348,29.64,75,13.8,347,17.7,136,0,29.04,30.57,32,32.1,32.8
9/21/2013 15:00,0,16.2,349,30.68,68,13.7,355,19.2,175,0,30.16,31.19,32,32.1,32.8
9/21/2013 16:00,0,17.8,357,31.5,65,13.7,7,22.1,177,0,30.98,31.8,32,32.1,32.8
9/21/2013 17:00,0,17.8,351,31.45,69,13.7,340,23,128,0,31.16,31.78,32,32.1,32.8
9/21/2013 18:00,0,21.4,349,31.06,72,13.7,349,25.1,96,0,30.47,31.58,32,32.1,32.8
9/21/2013 19:00,0,21.2,346,29.81,77,13.8,340,25.9,86,0,29.04,30.57,32,32,32.8
9/21/2013 20:00,0,22.4,345,28.88,78,13.8,338,27.1,59,0,28.43,29.25,32,32,32.8
9/21/2013 21:00,0,23.7,346,28.05,82,13.6,342,27.8,21,0,27.45,28.54,32,32,32.8
9/21/2013 22:00,0,21.9,340,26.97,87,13.3,337,24.8,1,0,26.24,27.55,32,32,32.8
9/21/2013 23:00,0,19.6,338,26.47,80,13.2,331,24.4,0,0,25.73,27.55,31.9,32,32.8
9/22/2013 0:00,0,18.6,341,26.51,84,13.2,342,24.1,0,0,25.64,27.46,31.9,32,32.8
9/22/2013 1:00,0,19.7,338,26,89,13.2,338,23.4,0,0,25.03,26.74,31.9,31.9,32.8
9/22/2013 2:00,0,16.8,338,25.31,88,13.1,328,19.6,0,0,24.73,25.73,31.9,31.9,32.8
9/22/2013 3:00,0,13.4,353,25.08,86,13.1,345,16.8,0,0,24.62,25.53,31.9,32,32.8
9/22/2013 4:00,0,12.9,1,25.19,86,13.1,8,16.1,0,0,24.62,25.53,31.8,32,32.7
9/22/2013 5:00,0,11,352,24.85,86,13,349,14.2,0,0,24.33,25.44,31.8,32,32.7
9/22/2013 6:00,0,13.2,331,23.57,96,13,339,16.1,0,0,22.55,24.74,31.8,31.9,32.7
9/22/2013 7:00,0,12.9,321,22.36,98,13,325,16.1,0,0,21.75,22.95,31.8,31.9,32.7
9/22/2013 8:00,0,9.7,336,23.03,91,13,329,12.6,0,0,22.47,23.76,31.8,31.9,32.7
9/22/2013 9:00,0,10.9,358,23.47,85,13,0,13.4,3,0,23.06,23.96,31.8,31.9,32.7
9/22/2013 10:00,0,6.7,11,23.67,83,13,0,9.4,21,0,23.45,23.95,31.8,31.9,32.7
9/22/2013 11:00,0,4.8,360,24.01,76,13.3,312,6.6,61,0,23.75,24.33,31.8,32,32.7
9/22/2013 12:00,0,9.4,335,24.31,79,13.8,319,11.9,100,0,24.12,24.73,31.8,31.9,32.7
9/22/2013 13:00,0,9.1,322,24.86,75,13.8,342,11.5,146,0,24.33,25.43,31.8,31.9,32.7
9/22/2013 14:00,0,9.6,330,25.62,69,13.8,330,12.2,172,0,24.92,26.44,31.8,31.9,32.6
9/22/2013 15:00,0,8.8,325,26.14,68,13.8,339,13.2,164,0,25.64,26.72,31.9,32,32.6
9/22/2013 16:00,0,10.8,335,26.25,78,13.8,329,14.1,142,0,25.41,26.72,31.9,32,32.6
9/22/2013 17:00,0,12.9,332,24.76,94,13.8,334,15.2,138,0,24.12,25.91,31.9,31.9,32.6
9/22/2013 18:00,0,13.5,333,24.04,95,13.8,342,16.5,87,0,23.53,24.53,31.9,31.9,32.6
9/22/2013 19:00,0,12.4,333,24.13,90,13.9,339,14.9,81,0,23.53,24.62,31.9,31.9,32.6
9/22/2013 20:00,0,11.3,333,24.37,88,13.9,341,13.9,51,0,24.12,24.73,31.9,31.9,32.6
9/22/2013 21:00,0,9.4,325,23.56,93,13.6,317,11.2,12,0,23.12,24.33,31.8,31.9,32.6
9/22/2013 22:00,0,10.6,315,22.88,99,13.3,317,12.2,0,0,22.65,23.24,31.8,31.9,32.6
9/22/2013 23:00,0,10.7,321,22.6,99,13.2,318,12.3,0,0,22.46,22.76,31.8,31.9,32.6
9/23/2013 0:00,0,9.9,319,22.47,99,13.2,328,11.6,0,0,22.25,22.66,31.8,31.9,32.6
9/23/2013 1:00,0,5.8,306,22.17,99,13.2,307,8.1,0,0,22.06,22.36,31.8,31.9,32.6
9/23/2013 2:00,0,4.3,293,22.59,100,13.1,306,5.4,0,0,22.26,23.16,31.8,31.9,32.6
9/23/2013 3:00,0,4.2,278,22.8,100,13.1,298,5.5,0,0,21.77,23.16,31.8,31.9,32.6
9/23/2013 4:00,0,3,245,22.46,99,13.1,281,4,0,0,22.17,23.06,31.7,31.9,32.5
9/23/2013 5:00,0,2.5,226,22.55,99,13.1,217,3.9,0,0,22.27,22.86,31.7,31.9,32.5
9/23/2013 6:00,0,3.5,214,22.42,99,13,208,4.4,0,0,22.27,22.56,31.7,31.9,32.5
9/23/2013 7:00,0,3.3,198,22.57,99,13,207,4.4,0,0,22.36,22.77,31.7,31.9,32.5
9/23/2013 8:00,0,1.7,185,22.36,99,13,177,3.1,0,0,22.06,22.66,31.7,31.9,32.5
9/23/2013 9:00,0,0.3,164,22.3,98,13,185,0.9,4,0,20.77,22.97,31.7,31.9,32.5
9/23/2013 10:00,0,1.2,220,22.08,99,13.2,208,2,30,0,20.77,22.77,31.7,31.9,32.5
9/23/2013 11:00,0,3.1,164,22.82,100,13.6,178,5.8,58,0,22.47,23.53,31.7,31.9,32.5
9/23/2013 12:00,0,2.5,122,23.7,99,13.8,122,5,56,0,23.53,23.92,31.8,31.9,32.5
9/23/2013 13:00,0,6.5,105,24.01,100,13.8,131,10.8,78,0,23.42,24.62,31.8,31.9,32.5
9/23/2013 14:00,0,10.5,133,24.63,100,13.8,120,15.6,103,0,24.33,24.83,31.8,31.9,32.5
9/23/2013 15:00,0,15.6,160,24.92,100,13.8,171,20.2,127,0,24.53,25.33,31.8,31.9,32.5
9/23/2013 16:00,0,16.7,166,26.02,100,13.8,172,19.2,229,0,25.13,26.71,31.9,31.9,32.5
9/23/2013 17:00,0,15.2,174,26.93,100,13.7,175,19,242,0,26.49,27.71,31.9,31.9,32.5
9/23/2013 18:00,0,14.7,171,26.8,100,13.7,157,19.2,167,0,26.5,27.11,31.9,31.9,32.5
9/23/2013 19:00,0,16.9,169,26.44,100,13.8,162,19.6,83,0,25.79,26.91,31.9,31.9,32.5
9/23/2013 20:00,0,16,161,26.02,100,13.8,156,20,44,0.2,25.69,26.34,31.9,31.9,32.4
9/23/2013 21:00,0,14.3,148,25.78,100,13.5,163,18.1,6,0,25.53,26.04,31.9,31.9,32.4
9/23/2013 22:00,0,16.3,141,26.19,100,13.3,148,18.6,0,0,25.84,26.54,31.9,31.9,32.4
9/23/2013 23:00,0,18.3,135,26.57,100,13.2,134,21.7,0,0,26.44,26.74,31.9,32,32.4
9/24/2013 0:00,0,17.1,136,26.76,100,13.2,146,20.8,0,0,26.44,26.95,31.9,32,32.4
9/24/2013 1:00,0,17.8,134,27.06,100,13.2,138,22.2,0,0,26.95,27.35,31.9,32,32.4
9/24/2013 2:00,0,19.6,146,27.07,100,13.1,165,23.4,0,0,26.74,27.35,31.9,32,32.4
9/24/2013 3:00,0,15.2,166,27.16,100,13.1,185,20,0,0,26.74,27.35,31.9,31.9,32.4
9/24/2013 4:00,0,12.9,169,27.46,100,13.1,169,15.5,0,0,27.25,27.55,31.9,31.9,32.4
9/24/2013 5:00,0,14.4,184,27.12,100,13.1,179,17.6,0,0,26.74,27.46,31.9,31.9,32.4
9/24/2013 6:00,0,13.1,196,26.36,100,13,195,16.4,0,0,25.84,26.74,31.9,31.9,32.4
9/24/2013 7:00,0,9.3,200,26.06,100,13,198,11.4,0,0,25.93,26.34,31.9,31.9,32.4
9/24/2013 8:00,0,10.2,198,25.97,100,13,195,11.6,0,0,25.43,26.24,31.9,31.9,32.4
9/24/2013 9:00,0,7.5,195,24.94,100,13,189,11,4,0,24.33,25.43,31.9,31.9,32.4
9/24/2013 10:00,0,7.4,177,24.67,100,13,166,9.5,21,0,24.12,25.24,31.8,31.9,32.4
9/24/2013 11:00,0,9.5,178,25.42,100,13.2,169,12.2,42,0,25.23,25.73,31.8,31.9,32.4
9/24/2013 12:00,0,11.4,171,26.14,100,13.5,154,14.6,87,0,25.73,26.54,31.8,31.9,32.4
9/24/2013 13:00,0,14.4,173,26.95,100,13.7,176,17.3,123,0,26.54,27.25,31.8,31.9,32.4
9/24/2013 14:00,0,14.3,177,27.56,100,13.8,171,17.1,186,0,27.13,28.12,31.9,31.9,32.4
9/24/2013 15:00,0,14.7,169,28.27,100,13.7,185,17.7,330,0,27.51,28.92,31.9,31.9,32.4
9/24/2013 16:00,0.01,14.6,177,28.74,100,13.7,175,17.6,366,0,28.08,29.61,31.9,31.9,32.4
9/24/2013 17:00,0,13.9,171,28.58,100,13.6,166,17.7,213,0.5,28.08,29.81,31.9,31.9,32.3
9/24/2013 18:00,0,13,171,28.58,100,13.7,192,17.2,139,0.8,28.28,28.9,31.9,31.9,32.3
9/24/2013 19:00,0,11.4,170,28.71,100,13.7,154,14.7,84,0.3,28.51,28.94,31.9,31.9,32.3
9/24/2013 20:00,0,7,158,28.97,100,13.8,159,12.5,49,0.1,28.83,29.04,31.9,31.9,32.3
9/24/2013 21:00,0,3.7,98,28.72,100,13.5,119,6.9,9,0.4,28.43,28.94,31.9,31.9,32.3
9/24/2013 22:00,0,6.2,106,28.62,100,13.3,99,11.7,0,0.2,28.33,28.77,31.9,31.9,32.3
9/24/2013 23:00,0,10.6,119,28.59,100,13.2,119,15.2,0,0.2,28.26,28.77,31.9,31.9,32.3
9/25/2013 0:00,0,11.5,125,28.08,100,13.2,129,15,0,0.5,27.64,28.57,31.9,31.9,32.3
9/25/2013 1:00,0,11.7,117,27.57,96,13.2,116,14.8,0,0.3,27.52,27.65,31.9,31.9,32.3
9/25/2013 2:00,0,9.6,109,27.43,93,13.1,119,12.1,0,0.2,27.14,27.73,31.9,31.9,32.3
9/25/2013 3:00,0,10,90,27.44,86,13.1,86,13.3,0,0,26.94,28.17,31.9,31.9,32.3
9/25/2013 4:00,0,11.4,94,27.18,100,13.1,96,15.8,0,0,26.65,28.26,31.9,31.9,32.3
